latitude,longitude
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896317,-84.6838214
39.04896318,-84.6838214
