Time,latitude,longitude,altitude,roll,pitch,heading,airspeed
321.508,39.04936879,-84.68382028,874.996437,0.2269035354,-0.03041222001,0.1699800581,2.929552613
322,39.04936879,-84.68382028,874.9964377,0.226905388,-0.03041273606,0.1699800568,2.929552555
322.5,39.04936879,-84.68382028,874.9964386,0.2269048845,-0.03041383609,0.1699800523,2.929552308
323,39.04936879,-84.68382028,874.9964394,0.2269050473,-0.03041466615,0.1699800492,2.929552481
323.508,39.04936879,-84.68382028,874.9964399,0.2269059262,-0.03041496785,0.1699800483,2.929552524
324.008,39.04936879,-84.68382028,874.9964408,0.2269052896,-0.03041578999,0.1699800449,2.92955232
324.5,39.04936879,-84.68382028,874.9964415,0.2269050664,-0.03041661515,0.1699800416,2.929552463
325,39.04936879,-84.68382028,874.9964421,0.2269045269,-0.03041712963,0.1699800393,2.92955247
325.5,39.04936879,-84.68382028,874.9964429,0.2269023462,-0.03041781617,0.1699800358,2.929552465
326,39.04936879,-84.68382028,874.9964436,0.2269022353,-0.03041832147,0.1699800338,2.929552728
326.5,39.04936879,-84.68382028,874.9964441,0.2269037869,-0.03041850976,0.1699800336,2.929552596
327,39.04936879,-84.68382028,874.9964447,0.2269048662,-0.03041889233,0.1699800326,2.929552739
327.5,39.04936879,-84.68382028,874.9964453,0.2269058212,-0.03041898719,0.1699800326,2.929552572
328.017,39.04936879,-84.68382028,874.9964462,0.2269051275,-0.03041997457,0.1699800284,2.929552396
328.5,39.04936879,-84.68382028,874.996447,0.226904251,-0.03042084621,0.1699800247,2.929552598
329.008,39.04936879,-84.68382028,874.9964476,0.2269046325,-0.03042130892,0.169980023,2.929552605
329.5,39.04936879,-84.68382028,874.9964486,0.22690408,-0.03042259351,0.1699800178,2.929552575
330,39.04936879,-84.68382028,874.9964494,0.2269048542,-0.03042348513,0.1699800146,2.9295526
330.5,39.04936879,-84.68382028,874.9964501,0.2269049133,-0.030424034,0.1699800125,2.929552688
331,39.04936879,-84.68382028,874.9964507,0.2269054995,-0.03042436075,0.1699800114,2.929552622
331.5,39.04936879,-84.68382028,874.9964516,0.226905348,-0.03042567449,0.1699800063,2.929552726
332,39.04936879,-84.68382028,874.9964523,0.2269066561,-0.03042614837,0.1699800049,2.929552654
332.517,39.04936879,-84.68382028,874.9964528,0.2269067783,-0.03042623612,0.1699800046,2.929552688
333,39.04936879,-84.68382028,874.9964534,0.2269069867,-0.03042657792,0.1699800034,2.929552569
333.508,39.04936879,-84.68382028,874.9964543,0.2269056909,-0.03042790092,0.1699799977,2.929552573
